-0.871999,-0.919225,-0.880506,-0.934915,-0.912898,-0.912445,-0.914343,-0.879708,-0.902101,-0.892427,-0.903449,-0.927242,-0.905162,-0.897151,-0.859936,-0.904981,-0.908136,-0.857039,-0.92883,-0.905808,-0.921194,-0.896737,-0.901074,-0.927355,-0.901826,-0.905946,-0.877811,-0.90551,-0.883042,-0.91543,-0.922841,-0.8976,-0.916727,-0.920938,-0.883513,-0.906582,-0.900826,-0.871849,-0.896144,-0.936085,-0.911139,-0.888917,-0.901703,-0.935846,-0.856809,-0.920903,-0.873399,-0.883266,-0.909582,-0.922185,-0.906134,-0.93461,-0.885256,-0.873528,-0.889709,-0.893767,-0.852877,-0.888069,-0.928491,-0.892474,-0.939278,-0.879712,-0.889984,-0.917472,-0.918989,-0.934773,-0.903415,
0.56875,0.257869,0.794576,0.588848,0.588848,0.658224,0.362117,0.352138,0.362117,0.352138,0.257869,0.382746,0.56875,0.691723,1,0.56875,0.417957,0.55257,0.55257,0.588848,0.491539,0.491539,0.803761,0.689122,0.375152,0.461452,0.474692,0.595108,0.474692,0.293281,0.341822,0.461452,0.474692,0.293281,0.491539,0.552988,0.305482,0.235791,0.571614,0.571614,0.461452,0.677087,0.33774,0.617102,0.394563,0.264421,0.525578,0.677087,0.630747,0.181212,0.29856,0.212073,0.637389,0.441831,0.454631,0.55795,0.684439,0.524474,0.524474,0.684439,0.347953,0.387203,0.542116,0.106537,0.65292,0.469211,0.272697,
-0.967413,-0.983623,-0.967568,-0.981316,-0.97593,-0.971676,-0.971778,-0.983713,-0.981063,-0.977337,-0.976215,-0.979397,-0.974268,-0.968343,-0.964297,-0.97446,-0.96247,-0.960679,-0.974715,-0.975062,-0.974433,-0.968468,-0.973869,-0.983778,-0.976507,-0.965699,-0.985125,-0.968216,-0.974335,-0.983402,-0.971576,-0.969973,-0.971837,-0.973225,-0.977202,-0.978939,-0.979189,-0.975467,-0.963919,-0.972058,-0.975383,-0.977582,-0.975453,-0.981133,-0.980003,-0.972742,-0.963454,-0.964431,-0.970941,-0.986891,-0.97171,-0.982834,-0.963116,-0.978349,-0.975065,-0.970638,-0.964148,-0.973344,-0.98067,-0.977252,-0.984604,-0.965908,-0.978679,-0.985551,-0.973193,-0.981138,-0.977473,
-0.972497,-0.970335,-0.964888,-0.97075,-0.965791,-0.964812,-0.968202,-0.976845,-0.972565,-0.966525,-0.977052,-0.967086,-0.957426,-0.952543,-0.940037,-0.953838,-0.958308,-0.943792,-0.969361,-0.965281,-0.968886,-0.949787,-0.965475,-0.96713,-0.967469,-0.959871,-0.963832,-0.957089,-0.972408,-0.955413,-0.963583,-0.967898,-0.962949,-0.977387,-0.968869,-0.959263,-0.980126,-0.963762,-0.960155,-0.975807,-0.96929,-0.972462,-0.964147,-0.973105,-0.974018,-0.959416,-0.957456,-0.956167,-0.957388,-0.9814,-0.957131,-0.977558,-0.945636,-0.970055,-0.96638,-0.96495,-0.953845,-0.962691,-0.973752,-0.967018,-0.973931,-0.954573,-0.973173,-0.972279,-0.956883,-0.978187,-0.969032,
-0.988129,-0.991696,-0.993429,-0.99846,-0.987816,-0.991139,-0.993405,-0.993293,-0.995606,-0.990249,-0.993695,-0.995389,-0.984768,-0.994201,-0.986022,-0.988982,-0.985606,-0.988639,-0.988901,-0.989083,-0.992655,-0.979857,-0.991153,-0.992414,-0.994026,-0.989355,-0.989801,-0.992242,-0.992467,-0.994441,-0.997588,-0.991247,-0.983987,-0.993615,-0.98931,-0.991901,-0.99292,-0.984902,-0.993927,-0.993998,-0.986555,-0.997302,-0.992145,-0.994904,-0.995901,-0.988827,-0.990507,-0.984574,-0.990954,-0.988227,-0.989451,-0.997038,-0.983334,-0.990633,-0.994589,-0.988332,-0.985056,-0.99399,-0.994467,-0.989141,-0.996304,-0.987701,-0.993194,-0.990658,-0.987568,-0.991298,-0.996068,
-0.956231,-0.964404,-0.962027,-0.955465,-0.954007,-0.952856,-0.958629,-0.963319,-0.960511,-0.970859,-0.955861,-0.961285,-0.955769,-0.970219,-0.940514,-0.947605,-0.953086,-0.94176,-0.960161,-0.961528,-0.965235,-0.949163,-0.946563,-0.963866,-0.951124,-0.964572,-0.957345,-0.960453,-0.955212,-0.96319,-0.959643,-0.952708,-0.96602,-0.955212,-0.951822,-0.958348,-0.958454,-0.966721,-0.965137,-0.955154,-0.970374,-0.965667,-0.965206,-0.96084,-0.949502,-0.952516,-0.950593,-0.958744,-0.953817,-0.959907,-0.969944,-0.966348,-0.948272,-0.969856,-0.95341,-0.959255,-0.949275,-0.959575,-0.964676,-0.954548,-0.959801,-0.950008,-0.96952,-0.967484,-0.959938,-0.969398,-0.965144,
-0.972691,-0.973221,-0.96795,-0.982678,-0.973214,-0.972308,-0.973734,-0.97471,-0.973234,-0.974773,-0.969477,-0.972721,-0.968762,-0.966473,-0.949379,-0.978065,-0.96289,-0.942437,-0.96868,-0.977546,-0.957664,-0.967642,-0.963941,-0.976033,-0.972634,-0.971213,-0.960548,-0.971411,-0.974952,-0.978361,-0.971411,-0.97553,-0.965349,-0.98256,-0.981241,-0.967775,-0.977944,-0.968331,-0.967534,-0.976325,-0.962146,-0.9714,-0.961465,-0.980858,-0.971969,-0.974687,-0.966077,-0.953517,-0.973336,-0.981142,-0.971709,-0.973558,-0.959004,-0.965135,-0.968998,-0.970133,-0.957511,-0.964799,-0.97962,-0.982627,-0.98055,-0.968086,-0.972617,-0.972333,-0.96624,-0.979954,-0.977767,
-0.898309,-0.885478,-0.859708,-0.862083,-0.889046,-0.852192,-0.859101,-0.894134,-0.882877,-0.940317,-0.844336,-0.853945,-0.778028,-0.811327,-0.684158,-0.813955,-0.858775,-0.79639,-0.87669,-0.812481,-0.866543,-0.815376,-0.871995,-0.879481,-0.855154,-0.943056,-0.847638,-0.822557,-0.852678,-0.782235,-0.837728,-0.823886,-0.80841,-0.855286,-0.908653,-0.885602,-0.882696,-0.860375,-0.804855,-0.927662,-0.823094,-0.887801,-0.858154,-0.878318,-0.837688,-0.850106,-0.810147,-0.766359,-0.797388,-0.925828,-0.911758,-0.910377,-0.736257,-0.911137,-0.809648,-0.84828,-0.792129,-0.840165,-0.86381,-0.816758,-0.923419,-0.827802,-0.870364,-0.918106,-0.848426,-0.910599,-0.877144,
-0.988948,-0.987171,-0.987702,-0.994007,-0.991711,-0.989231,-0.997255,-0.991546,-0.994032,-0.993557,-0.985492,-0.992583,-0.990325,-0.994415,-0.983053,-0.996015,-0.988826,-0.987661,-0.993428,-0.993775,-0.992155,-0.990865,-0.988842,-0.991492,-0.99008,-0.987988,-0.9924,-0.991256,-0.990924,-0.994461,-0.994388,-0.999005,-0.995555,-0.992884,-0.991632,-0.984878,-0.985767,-0.988094,-0.986811,-0.990163,-0.991151,-0.989428,-0.995875,-0.996029,-0.984833,-0.987149,-0.99061,-0.993499,-0.988437,-0.995982,-0.995605,-0.996408,-0.98425,-0.988924,-0.988829,-0.994109,-0.987193,-0.993644,-0.991042,-0.991564,-0.991178,-0.987554,-0.988358,-0.996823,-0.992782,-0.997752,-0.993293,
-0.983819,-0.984584,-0.985672,-0.989799,-0.979191,-0.977883,-0.981574,-0.987019,-0.981028,-0.994416,-0.986603,-0.983906,-0.978135,-0.978512,-0.960449,-0.984938,-0.987734,-0.978766,-0.986537,-0.987637,-0.980082,-0.968786,-0.984173,-0.984749,-0.988054,-0.98638,-0.980736,-0.979137,-0.996597,-0.986725,-0.987012,-0.982382,-0.978103,-0.989672,-0.987831,-0.984113,-0.982736,-0.978252,-0.980168,-0.97666,-0.988939,-0.988742,-0.987555,-0.98666,-0.98431,-0.984667,-0.980163,-0.973479,-0.979966,-0.985949,-0.987012,-0.982947,-0.976425,-0.989297,-0.984455,-0.981735,-0.973615,-0.982208,-0.988232,-0.984552,-0.99042,-0.982616,-0.990458,-0.985579,-0.975316,-0.988221,-0.987925,
